conn RPS llc_misses(thousands) llc_use(KB) mem(Gbit/s) net(Gbit/s) lat_avg lat_99
16 149982.54 3055 7312.57 0.668226 1.412421875 1.41ms 14.02ms
64 149874.64 3968.52 7224.32 0.979322 1.41140625 1.11ms 2.48ms
256 147606.08 5953.78 9956.69 3.5684 1.390078125 1.10ms 4.31ms
512 144488.29 6606.17 10795 7.30668 1.360703125 1.14ms 3.83ms
1024 135374.02 6732.32 11985.2 12.7525 1.274921875 5.39ms 160.77ms
1500 134388.80 7173.01 12611.4 18.4415 1.265625 4.37ms 105.66ms
