conn RPS llc_misses(thousands) llc_use(KB) mem(Gbit/s) net(Gbit/s) lat_avg lat_99
16 149965.54 2241.74 4474.1 0.283388 1.412265625 4.32ms 108.54ms
64 149875.19 2492.11 5869.17 0.497394 1.411484375 1.08ms 2.38ms
256 148528.47 3228.24 9010.18 2.43824 1.39875 1.01ms 2.95ms
512 148843.62 3605.6 9541.74 4.1278 1.40171875 1.06ms 3.05ms
1024 145208.59 3824.53 11381.2 6.37918 1.3675 1.06ms 2.20ms
1500 144434.36 3861.48 12120.7 7.52457 1.360234375 1.10ms 2.32ms
